match_id,team_id,team_name,player_id,player_name,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy
2057972,12274,Argentina,70086,N. Otamendi,5765.5,0,0,0,3,1,1,0,2,0,0,0,0,75,71,0.95
2057972,12274,Argentina,86722,N. Tagliafico,5765.5,0,0,0,1,0,0,0,1,1,0,0,0,54,51,0.94
2057972,12274,Argentina,101652,M. Rojo,5765.5,0,0,0,1,0,0,1,0,0,0,0,0,84,80,0.95
2057972,12274,Argentina,146459,M. Meza,5054.5,0,0,0,0,0,0,0,0,2,0,0,0,42,38,0.9
2057972,12274,Argentina,285396,C. Pavón,1261.0,0,0,0,1,0,1,0,0,0,0,0,0,10,8,0.8
2057967,7712,Denmark,54,C. Eriksen,5864.6,0,1,0,3,1,1,2,0,0,0,0,0,43,33,0.77
2057967,7712,Denmark,405,L. Schöne,3744.6,0,0,0,1,1,1,0,0,0,0,0,0,15,12,0.8
2057967,7712,Denmark,8480,K. Schmeichel,5864.6,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0.86
2057967,7712,Denmark,14744,W. Kvist,2120.0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0.9
2057967,7712,Denmark,15080,N. Jørgensen,5864.6,0,0,0,1,0,0,1,0,3,2,0,0,17,7,0.41
2057967,7712,Denmark,20433,S. Kjær,5864.6,0,0,0,0,0,0,0,0,2,0,0,0,37,33,0.89
2057967,7712,Denmark,55968,M. Braithwaite,1726.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0
2057967,7712,Denmark,55979,M. Jørgensen,886.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0
2057967,7712,Denmark,55990,T. Delaney,5864.6,0,0,0,2,0,0,2,0,4,0,1,0,38,30,0.79
2057967,7712,Denmark,56026,J. Stryger Larsen,5864.6,0,0,0,1,0,1,0,0,0,0,0,0,27,25,0.93
2057967,7712,Denmark,56274,Y. Poulsen,5864.6,1,0,0,2,1,0,1,1,5,1,1,0,26,21,0.81
2057967,7712,Denmark,56394,H. Dalsgaard,5864.6,0,0,0,0,0,0,0,0,2,0,0,0,27,26,0.96
2057967,7712,Denmark,135103,A. Christensen,4978.6,0,0,0,0,0,0,0,0,2,0,0,0,47,45,0.96
2057967,7712,Denmark,241945,P. Sisto,4138.6,0,0,0,1,0,0,1,0,0,0,0,0,28,23,0.82
2057967,15594,Peru,14872,J. Farfán,5218.6,0,0,0,3,1,3,0,0,3,0,0,0,16,13,0.81
2057967,15594,Peru,14909,P. Guerrero,1986.0,0,0,0,2,1,1,0,1,0,1,0,0,6,6,1.0
2057967,15594,Peru,70144,A. Rodríguez,5864.6,0,0,0,1,0,0,0,1,0,0,0,0,30,29,0.97
2057967,15594,Peru,70156,A. Carrillo,5864.6,0,0,0,1,1,0,1,0,0,1,0,0,36,31,0.86
2057967,15594,Peru,89571,R. Ruidíaz,646.0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.0
2057967,15594,Peru,114617,C. Ramos,5864.6,0,0,0,1,0,0,1,0,0,1,0,0,34,30,0.88
2057967,15594,Peru,114709,L. Advíncula,5864.6,0,0,0,2,1,1,1,0,0,0,0,0,38,33,0.87
2057967,15594,Peru,114723,Y. Yotún,5864.6,0,0,0,1,1,0,1,0,2,0,0,0,70,61,0.87
2057967,15594,Peru,114762,É. Flores,3878.6,0,0,0,2,1,0,2,0,0,0,0,0,22,19,0.86
2057967,15594,Peru,114798,P. Gallese,5864.6,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0.83
2057967,15594,Peru,114813,C. Cueva,5864.6,0,0,0,1,0,1,0,0,0,2,0,0,54,41,0.76
2057967,15594,Peru,115146,M. Trauco,5864.6,0,0,0,0,0,0,0,0,1,0,0,0,50,42,0.84
2057967,15594,Peru,139075,R. Tapia,5338.6,0,0,0,1,0,1,0,0,3,0,1,0,30,23,0.77
2057967,15594,Peru,139078,P. Aquino,526.0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1.0
2057973,9598,Croatia,3476,I. Rakitić,5757.7,0,0,0,1,0,1,0,0,3,0,1,0,63,52,0.83
2057973,9598,Croatia,8287,L. Modrić,5757.7,1,0,0,1,1,1,0,0,3,0,0,0,63,55,0.87
